source	disposition	target_or_reason
abstract-pub-data-must-earn-its-keep-with-a-representation-invariant-a-plain-sum-stays-transparent-strict	DUP	agent/memory/enclave/abstraction-visibility-feature-soundness-gate.md
abstraction-visibility-feature-soundness-gate	DUP	agent/memory/enclave/abstraction-visibility-feature-soundness-gate.md (checked-in copy current; no fold)
ac-naming-a-mechanism-transfers-its-blind-spots	DUP	agent/playbooks/tools/pin-a-property.md
ac-not-in-the-frame	DUP	agent/memory/roles/adversary/the-operative-artifact-must-carry-the-claim-whichever-pass-wrote-it.md
ac-taxonomy-with-no-cell-for-the-honest-answer-reads-as-complete	DUP	agent/memory/roles/adversary/pre-emptive-yield-is-at-the-gate-layer-not-the-code-layer.md
adding-members-to-an-expected-set-is-unfalsifiable-enumerating-a-category-is-not	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
adjudicating-between-two-stale-statuses-instead-of-measuring-what-they-describe	DUP	agent/memory/roles/steward/a-nodes-status-is-a-claim-about-a-node-not-evidence-about-the-tree.md
after-routing-release-the-wp-branch-a-held-name-blocks-the-ring-and-reads-as-unlanded-work	DUP	agent/memory/fleet/plumbing-commit-onto-held-branch-and-its-desync-risk.md
after-the-first-recurrence-stop-reporting-instances-and-run-the-exhaustive-pass	DROP	incident narrative (4-SHA review correction); sweep-by-mechanism point already covered by CHECKS.md#3
agreement-is-not-corroboration-when-a-premise-was-inherited	DUP	agent/memory/fleet/agreement-is-not-corroboration-when-a-premise-was-inherited.md (checked-in copy current; no fold)
agreement-is-not-corroboration-when-one-seat-inherited-the-others-premise	DUP	agent/memory/fleet/agreement-is-not-corroboration-when-a-premise-was-inherited.md (also CHECKS.md#1)
an-abandoned-pr-does-not-stay-harmless-it-ages-into-a-revert	DUP	agent/memory/roles/steward/stale-base-candidate-silently-reverts-everything-landed-since.md
an-ablation-cannot-test-a-conjunct-the-ablation-itself-forces	DUP	agent/memory/roles/adversary/disable-the-mutation-mechanism-to-find-vacuous-controls.md
an-absent-invariant-refutes-the-defect-claim-not-the-case-for-the-invariant	DUP	agent/memory/fleet/a-pattern-match-is-evidence-about-what-encloses-it.md (also CHECKS.md#2)
an-abstract-export-review-must-check-public-operation-usability-not-just-the-abstraction	DROP	proposed for promotion, not taken: narrow catalog-review point; conformance-validator seat-local
an-ac-can-be-satisfied-exactly-while-its-purpose-fails-because-it-named-the-wrong-location	DUP	agent/memory/fleet/an-acceptance-criterion-must-name-an-observation-the-failing-configuration-does-not-also-produce.md (also CHECKS.md#8)
an-ac-can-list-a-comparator-whose-documented-role-is-the-opposite-disposition	DUP	agent/memory/fleet/an-acceptance-property-listing-forbidden-verbs-permits-losing-the-thing.md
an-ac-can-pin-against-a-census-that-cannot-see-the-deliverable	DUP	agent/memory/fleet/a-tools-silence-is-scoped-to-the-question-it-asks.md
an-ac-naming-a-line-number-cannot-express-a-property-over-a-file	DUP	agent/memory/roles/adversary/a-citation-that-does-not-resolve-needs-checking-against-every-tree.md
an-ac-that-mandates-a-collapse-is-a-capability-removal-audit-its-consumers	DUP	agent/memory/fleet/an-acceptance-property-listing-forbidden-verbs-permits-losing-the-thing.md
an-ac-whose-premise-is-empty-cannot-be-failed-so-restate-it-rather-than-confirm-it	DUP	agent/memory/enclave/a-ruling-constraint-that-never-becomes-an-ac-cannot-be-failed.md
an-ac-with-zero-controls-is-invisible-to-a-review-that-examines-controls	DROP	proposed for promotion, not taken: covered by qa-test-design skill and CHECKS.md#8
an-acceptance-criterion-phrased-as-must-not-say-x-is-tripped-by-the-correct-text	DUP	agent/memory/fleet/an-oracle-that-greps-a-name-fires-on-prose-that-denies-it.md
an-accepted-partial-leaves-the-nodes-remaining-work-prose-a-claim-about-the-past	DUP	agent/memory/roles/steward/my-own-tracker-capability-landed-line-can-be-stale.md
an-acs-counts-can-belong-to-a-different-fixture-than-the-one-under-test	DUP	agent/memory/build/a-controls-fixture-must-instantiate-the-quantifier-its-claim-ranges-over.md
an-active-node-with-landed-partials-can-have-zero-dispatchable-increments	DUP	agent/memory/roles/steward/a-node-status-can-be-right-about-the-edge-and-wrong-about-the-seat.md
an-additive-candidates-deletion-count-must-be-zero	DUP	agent/memory/roles/steward/stale-base-candidate-silently-reverts-everything-landed-since.md
an-additive-point-fix-framing-undersells-a-reusable-capability-in-a-funding-escalation	OPERATOR	listed for the Steward (not placed in the corpus)
an-advancing-increment-can-reach-a-closeout-arm-that-has-never-been-evaluated	DROP	narrow compiler match-arm-reachability incident; overlaps existing exhaustiveness/reachability lesson family
an-advancing-refusal-is-the-evidence-a-blocked-increment-worked	DROP	narrow compiler A/B debugging incident, too specific to generalize further
an-affine-ledger-orders-your-passes-and-it-looks-like-a-free-choice	DROP	narrow compiler pass-ordering incident specific to one lowering file
an-aggregate-health-check-over-two-lanes-is-green-while-one-lane-is-dead	DUP	agent/memory/roles/steward/a-nodes-status-is-a-claim-about-a-node-not-evidence-about-the-tree.md
an-aggregate-length-shortfall-does-not-say-which-segment-is-short	DROP	narrow compiler debugging incident; measurement-attribution family already saturated
an-ambient-context-field-can-disagree-with-the-actual-enclosing-emission	DROP	narrow compiler debugging incident about one carrier field
an-ambient-floor-prelude-fork-routes-by-kind-and-the-operator-ambient-principle-already-equals-the-existing-internal-provision-witness-arm	DROP	specific Architect design-review incident; general point duplicates docs/PRINCIPLES.md subsume-dont-proliferate charter
an-ancestry-test-against-a-squash-merging-repo-returns-not-landed-for-everything	DUP	agent/memory/roles/steward/a-routing-queue-built-from-statuses-and-ancestry-is-four-already-landed-candidates.md
an-announced-intent-cannot-deconflict-an-action-already-in-flight	PROMOTE	extended agent/memory/fleet/terminal-gate-resolve-race-resolving-on-cast.md
an-approval-message-can-claim-to-resolve-while-the-object-stays-proposed	DUP	agent/COORDINATION.md §7a
an-argument-that-justifies-one-side-may-be-category-independent	DROP	specific parser-scoping incident; general point covered by COORDINATION §7 ground-every-premise discipline
an-armed-interval-holds-its-own-copy-so-editing-the-source-file-reaches-nothing	DUP	agent/COORDINATION.md §13
an-artifact-level-ab-must-not-share-a-cargo-target-directory	DUP	agent/memory/fleet/a-p-scoped-run-and-cis-workspace-run-compile-different-feature-sets.md
an-assertion-message-can-state-a-general-law-the-mechanism-never-had	DUP	agent/memory/fleet/an-assertion-whose-expected-value-is-computed-from-the-thing-under-test-is-a-theorem.md
an-assertions-needle-must-not-be-caller-supplied	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
an-atomicity-argument-can-stop-one-seam-short-and-the-tell-is-a-nothing-becomes-green-ac	DUP	agent/memory/fleet/an-acceptance-property-listing-forbidden-verbs-permits-losing-the-thing.md
an-authored-mechanism-spec-can-be-empirically-insufficient-at-the-conditional-its-author-flagged	DROP	narrow compiler-implementation incident (RT-COMPOSED-RETURN-FORWARD-RET-EDGE)
an-authority-key-names-the-emission-producer-context-not-the-semantic-origin-and-a-shared-enumeration-proxy-can-undercover-a-new-emission-model	DROP	narrow compiler-internal incident (RT-CHECKED-IH M6); wrong-axis-key family already represented elsewhere
an-auto-compaction-marker-is-a-mode-label-not-evidence-any-bound-was-enforced	DROP	narrow instrumentation UI detail; enabled-vs-fired family already saturated in corpus
an-automated-heuristic-inherits-its-defect-and-adds-authority	DUP	agent/memory/fleet/a-pattern-match-is-evidence-about-what-encloses-it.md
an-availability-gate-enforced-on-the-native-path-but-not-the-interpreter-path-makes-the-two-executors-diverge-on-the-same-source-and-the-ac-verifies-the-marking-not-enforcement-on-every-path	DUP	agent/memory/fleet/repairing-a-census-completeness-does-not-re-aim-its-subject.md
an-edit-to-a-definition-re-evaluates-every-claim-that-quantifies-over-it	DROP	proposed for promotion, not taken: covered by fleet/a-new-criterion-is-applied-forward-and-never-swept-backward-over-the-document-that-states-it.md and CHECKS.md#3
an-elaboration-time-kernel-view-that-expands-the-query-context-with-extra-binders-is-sound-by-the-declaration-recheck-backstop	DUP	agent/memory/enclave/kernel-rejects-is-completeness-fix-is-where-soundness-converts.md
an-elaborator-that-synthesizes-transport-proof-terms-varying-one-index-is-sound-by-recheck-and-the-review-is-atomicity-route-gating-cumulative	DUP	agent/memory/enclave/kernel-rejects-is-completeness-fix-is-where-soundness-converts.md
an-empty-intersection-is-not-disjointness-when-the-two-sets-name-opposite-ends-of-one-relation	DROP	narrow compiler debugging incident; measurement-misattribution family already saturated
an-equality-between-two-counters-holds-vacuously-at-zero	DUP	agent/memory/roles/adversary/rank-a-controls-assertions-by-what-survives-a-redundancy-trim.md
an-error-safe-unwind-refactor-via-closure-or-helper-adds-a-recursive-path-frame-census-stack-depth	DUP	agent/memory/fleet/exact-and-single-threaded-do-not-give-a-test-more-stack-libtest-always-spawns.md
an-event-id-recalled-from-memory-can-serve-two-different-rulings	DUP	agent/COORDINATION.md §7a
an-exhaustive-split-over-one-variable-is-not-exhaustive-over-the-thing-you-care-about	DROP	specific incident; quantifier-shift fallacy overlaps existing population-vs-matching lesson family
an-exhaustiveness-census-is-blind-to-exactly-the-wildcard-sites-it-is-meant-to-certify-absence-of	DUP	agent/memory/fleet/exhaustiveness-comes-from-an-unguarded-arm-not-from-the-match.md
an-existence-check-is-the-one-that-feels-like-a-content-check	DUP	agent/memory/roles/steward/my-own-tracker-capability-landed-line-can-be-stale.md
an-existence-check-passes-on-the-state-flip-defect-it-looks-like-it-catches	DUP	agent/playbooks/federation/steward/release-and-handoff.md
an-explanation-that-assigns-fault-to-no-one-present-is-not-the-neutral-option	DUP	agent/memory/fleet/agreement-is-not-corroboration-when-a-premise-was-inherited.md
an-explanation-that-costs-nobody-anything-is-not-the-neutral-option	DUP	agent/memory/fleet/agreement-is-not-corroboration-when-a-premise-was-inherited.md
an-idempotency-guard-with-a-fixed-lookback-window-false-positives-on-the-neighbour-you-just-wrote	DROP	narrow one-off annotation-script incident, script likely no longer in use
an-idle-team-is-not-always-framing-debt-check-why-it-is-idle	DROP	Steward-specific operational note; area (lanes.md) under active maintenance, generalizable point overlaps node-status-is-a-claim family
an-impossibility-dichotomy-may-omit-the-convoy-third-representation	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
an-inconsistently-applied-convention-is-a-controlled-experiment-go-find-the-deviant-instance	DUP	agent/memory/roles/adversary/a-citation-that-does-not-resolve-needs-checking-against-every-tree.md
an-index-keyed-per-x-can-be-populated-per-y	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
an-inert-artifact-can-carry-a-decision-not-just-a-representation	DUP	agent/memory/fleet/a-mechanism-claim-in-a-comment-is-structurally-exempt-from-execution.md
an-inherited-cannot-be-measured-claim-licenses-every-empty-cell-under-it	DUP	agent/memory/roles/steward/brief-settled-input-enabler-must-be-probed.md (also CHECKS.md#4)
an-inline-test-deliverable-can-trip-an-exact-count-pin-over-the-file-it-lands-in	DROP	narrow incident tied to one specific pin, already self-corrected within the file (pin protects a compiled-out census)
an-instruction-not-to-recheck-is-what-makes-a-false-negative-durable	PROMOTE	new agent/memory/fleet/an-instruction-not-to-recheck-is-what-makes-a-false-negative-durable.md
an-instruction-to-close-is-not-evidence-the-work-behind-it-is-done	PROMOTE	new agent/memory/fleet/an-instruction-to-close-is-not-evidence-the-work-behind-it-is-done.md
an-instrument-at-one-consumer-of-a-mechanism-is-blind-to-its-other-consumers	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
an-instrument-that-recomputes-the-decision-compares-itself	DUP	agent/memory/fleet/an-assertion-whose-expected-value-is-computed-from-the-thing-under-test-is-a-theorem.md
an-instrument-that-reports-a-verdict-cannot-distinguish-inapplicable-from-false	PROMOTE	new agent/memory/fleet/an-instrument-that-reports-a-verdict-cannot-distinguish-inapplicable-from-false.md
an-instrument-that-reports-counts-catches-its-own-wrong-question-failures	DROP	same mechanism as preceding file (verdict-vs-counts), already proposed for promotion there
an-instrument-that-shares-a-substrate-with-you-reads-you-back	DUP	agent/memory/roles/steward/steward-work-is-stale-immediately-after-every-publish.md
an-inventory-is-bounded-by-an-unwritten-notion-of-the-surface	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
an-inversion-lemmas-polarity-comes-from-its-consumer-not-from-what-it-is-built-from	DUP	agent/memory/fleet/grep-the-producer-not-the-cited-proxy.md
an-items-node-tag-names-who-required-it-not-who-landed-it	DROP	narrow doc-tag provenance technique; general count-staleness-on-delta already covered broadly elsewhere
an-mcp-read-of-a-durable-store-is-not-exhaustive	DUP	agent/memory/fleet/a-capped-list-is-a-sound-presence-oracle-and-a-broken-absence-oracle.md
an-obligation-can-outlive-its-mechanism-and-the-self-dated-as-of-is-the-tell	DUP	agent/memory/fleet/deleting-a-check-has-a-text-surface-and-it-outlives-the-check.md
an-observation-entailed-by-what-it-is-offered-to-confirm-carries-no-information	DUP	CHECKS.md#1
an-oracle-you-can-silence-with-an-attribute-is-not-an-oracle	DUP	CHECKS.md#8
an-ordering-rule-written-loudly-reads-as-sufficient-so-gate-instruction-artifacts-on-emphasis	DUP	CHECKS.md (preamble: apply a check, do not merely recall it)
an-over-approximation-is-only-safe-when-the-consumers-failure-is-one-sided	DROP	proposed for promotion, not taken: one design ruling; not selected
an-over-specified-requirement-fails-by-being-satisfiable	DUP	CHECKS.md#8
an-over-tight-reviewer-constraint-is-obeyed-by-deleting-good-work	DROP	proposed for promotion, not taken: reviewer-voice incident; not selected
an-oversized-mcp-result-is-saved-to-a-file-so-grep-it	DROP	described tool-results path does not match this session's observed harness behavior; stale detail
